departure_jd,arrival_jd,departure_year,arrival_year,tof_days,c3_depart_km2s2,v_inf_depart_km_s,v_inf_arrive_km_s,dv_total_km_s
2463001.500,2463351.500,2031.3662,2032.3244,350.0,39.435,6.280,6.146,9.280
2463001.500,2463361.500,2031.3662,2032.3518,360.0,44.629,6.680,6.555,9.810
2463001.500,2463371.500,2031.3662,2032.3792,370.0,49.940,7.067,6.948,10.335
2463001.500,2463381.500,2031.3662,2032.4066,380.0,55.334,7.439,7.326,10.854
2463001.500,2463391.500,2031.3662,2032.4339,390.0,60.784,7.796,7.689,11.364
2463001.500,2463401.500,2031.3662,2032.4613,400.0,66.265,8.140,8.038,11.864
2463001.500,2463411.500,2031.3662,2032.4887,410.0,71.758,8.471,8.372,12.353
2463001.500,2463421.500,2031.3662,2032.5161,420.0,77.246,8.789,8.694,12.830
2463001.500,2463431.500,2031.3662,2032.5435,430.0,82.716,9.095,9.003,13.295
2463001.500,2463441.500,2031.3662,2032.5708,440.0,88.156,9.389,9.300,13.748
2463001.500,2463451.500,2031.3662,2032.5982,450.0,93.558,9.673,9.586,14.189
2463021.500,2463101.500,2031.4209,2031.6400,80.0,1837.851,42.870,42.852,76.227
2463021.500,2463111.500,2031.4209,2031.6674,90.0,1317.437,36.297,36.274,63.363
2463021.500,2463121.500,2031.4209,2031.6947,100.0,960.639,30.994,30.968,53.070
2463021.500,2463131.500,2031.4209,2031.7221,110.0,708.781,26.623,26.593,44.669
2463021.500,2463141.500,2031.4209,2031.7495,120.0,526.947,22.955,22.920,37.710
2463021.500,2463151.500,2031.4209,2031.7769,130.0,393.368,19.834,19.792,31.880
2463021.500,2463161.500,2031.4209,2031.8042,140.0,293.941,17.145,17.097,26.960
2463021.500,2463171.500,2031.4209,2031.8316,150.0,219.230,14.806,14.751,22.786
2463021.500,2463181.500,2031.4209,2031.8590,160.0,162.749,12.757,12.693,19.240
2463021.500,2463191.500,2031.4209,2031.8864,170.0,119.931,10.951,10.876,16.232
2463021.500,2463201.500,2031.4209,2031.9138,180.0,87.496,9.354,9.266,13.694
2463021.500,2463211.500,2031.4209,2031.9411,190.0,63.046,7.940,7.836,11.573
2463021.500,2463221.500,2031.4209,2031.9685,200.0,44.800,6.693,6.569,9.828
2463021.500,2463231.500,2031.4209,2031.9959,210.0,31.416,5.605,5.456,8.427
2463021.500,2463241.500,2031.4209,2032.0233,220.0,21.870,4.677,4.497,7.344
2463021.500,2463251.500,2031.4209,2032.0507,230.0,15.375,3.921,3.705,6.555
2463021.500,2463261.500,2031.4209,2032.0780,240.0,11.316,3.364,3.109,6.035
2463021.500,2463271.500,2031.4209,2032.1054,250.0,9.212,3.035,2.749,5.756
2463021.500,2463281.500,2031.4209,2032.1328,260.0,8.680,2.946,2.650,5.684
2463021.500,2463291.500,2031.4209,2032.1602,270.0,9.416,3.069,2.786,5.783
2463021.500,2463301.500,2031.4209,2032.1875,280.0,11.175,3.343,3.085,6.016
2463021.500,2463311.500,2031.4209,2032.2149,290.0,13.761,3.710,3.479,6.350
2463021.500,2463321.500,2031.4209,2032.2423,300.0,17.014,4.125,3.919,6.758
2463021.500,2463331.500,2031.4209,2032.2697,310.0,20.801,4.561,4.375,7.216
2463021.500,2463341.500,2031.4209,2032.2971,320.0,25.018,5.002,4.833,7.709
2463021.500,2463351.500,2031.4209,2032.3244,330.0,29.575,5.438,5.283,8.223
2463021.500,2463361.500,2031.4209,2032.3518,340.0,34.401,5.865,5.722,8.749
2463021.500,2463371.500,2031.4209,2032.3792,350.0,39.435,6.280,6.146,9.280
2463021.500,2463381.500,2031.4209,2032.4066,360.0,44.629,6.680,6.555,9.810
2463021.500,2463391.500,2031.4209,2032.4339,370.0,49.940,7.067,6.948,10.335
2463021.500,2463401.500,2031.4209,2032.4613,380.0,55.335,7.439,7.326,10.854
2463021.500,2463411.500,2031.4209,2032.4887,390.0,60.785,7.796,7.689,11.364
2463021.500,2463421.500,2031.4209,2032.5161,400.0,66.266,8.140,8.038,11.864
2463021.500,2463431.500,2031.4209,2032.5435,410.0,71.759,8.471,8.372,12.353
2463021.500,2463441.500,2031.4209,2032.5708,420.0,77.247,8.789,8.694,12.830
2463021.500,2463451.500,2031.4209,2032.5982,430.0,82.717,9.095,9.003,13.295
2463021.500,2463461.500,2031.4209,2032.6256,440.0,88.157,9.389,9.300,13.748
2463021.500,2463471.500,2031.4209,2032.6530,450.0,93.558,9.673,9.586,14.189
2463041.500,2463121.500,2031.4757,2031.6947,80.0,1837.850,42.870,42.852,76.227
2463041.500,2463131.500,2031.4757,2031.7221,90.0,1317.436,36.296,36.274,63.363
2463041.500,2463141.500,2031.4757,2031.7495,100.0,960.638,30.994,30.968,53.069
2463041.500,2463151.500,2031.4757,2031.7769,110.0,708.780,26.623,26.593,44.669
2463041.500,2463161.500,2031.4757,2031.8042,120.0,526.946,22.955,22.920,37.710
2463041.500,2463171.500,2031.4757,2031.8316,130.0,393.367,19.833,19.792,31.880
2463041.500,2463181.500,2031.4757,2031.8590,140.0,293.940,17.145,17.097,26.960
2463041.500,2463191.500,2031.4757,2031.8864,150.0,219.230,14.806,14.751,22.786
2463041.500,2463201.500,2031.4757,2031.9138,160.0,162.749,12.757,12.693,19.240
2463041.500,2463211.500,2031.4757,2031.9411,170.0,119.931,10.951,10.876,16.232
2463041.500,2463221.500,2031.4757,2031.9685,180.0,87.496,9.354,9.266,13.694
2463041.500,2463231.500,2031.4757,2031.9959,190.0,63.046,7.940,7.836,11.573
2463041.500,2463241.500,2031.4757,2032.0233,200.0,44.800,6.693,6.569,9.828
2463041.500,2463251.500,2031.4757,2032.0507,210.0,31.415,5.605,5.456,8.427
2463041.500,2463261.500,2031.4757,2032.0780,220.0,21.870,4.677,4.497,7.344
2463041.500,2463271.500,2031.4757,2032.1054,230.0,15.375,3.921,3.705,6.554
2463041.500,2463281.500,2031.4757,2032.1328,240.0,11.316,3.364,3.109,6.035
2463041.500,2463291.500,2031.4757,2032.1602,250.0,9.212,3.035,2.749,5.756
2463041.500,2463301.500,2031.4757,2032.1875,260.0,8.680,2.946,2.650,5.684
2463041.500,2463311.500,2031.4757,2032.2149,270.0,9.416,3.069,2.786,5.783
2463041.500,2463321.500,2031.4757,2032.2423,280.0,11.175,3.343,3.085,6.016
2463041.500,2463331.500,2031.4757,2032.2697,290.0,13.761,3.710,3.479,6.350
2463041.500,2463341.500,2031.4757,2032.2971,300.0,17.014,4.125,3.919,6.758
2463041.500,2463351.500,2031.4757,2032.3244,310.0,20.801,4.561,4.375,7.216
2463041.500,2463361.500,2031.4757,2032.3518,320.0,25.018,5.002,4.833,7.709
2463041.500,2463371.500,2031.4757,2032.3792,330.0,29.575,5.438,5.283,8.223
2463041.500,2463381.500,2031.4757,2032.4066,340.0,34.401,5.865,5.722,8.749
2463041.500,2463391.500,2031.4757,2032.4339,350.0,39.436,6.280,6.146,9.280
2463041.500,2463401.500,2031.4757,2032.4613,360.0,44.629,6.680,6.555,9.810
2463041.500,2463411.500,2031.4757,2032.4887,370.0,49.940,7.067,6.948,10.336
2463041.500,2463421.500,2031.4757,2032.5161,380.0,55.335,7.439,7.326,10.854
2463041.500,2463431.500,2031.4757,2032.5435,390.0,60.785,7.796,7.689,11.364
2463041.500,2463441.500,2031.4757,2032.5708,400.0,66.266,8.140,8.038,11.864
2463041.500,2463451.500,2031.4757,2032.5982,410.0,71.759,8.471,8.372,12.353
2463041.500,2463461.500,2031.4757,2032.6256,420.0,77.247,8.789,8.694,12.830
2463041.500,2463471.500,2031.4757,2032.6530,430.0,82.717,9.095,9.003,13.295
2463041.500,2463481.500,2031.4757,2032.6804,440.0,88.157,9.389,9.300,13.748
2463041.500,2463491.500,2031.4757,2032.7077,450.0,93.558,9.673,9.586,14.189
2463061.500,2463141.500,2031.5305,2031.7495,80.0,1837.848,42.870,42.852,76.227
2463061.500,2463151.500,2031.5305,2031.7769,90.0,1317.435,36.296,36.274,63.363
2463061.500,2463161.500,2031.5305,2031.8042,100.0,960.637,30.994,30.968,53.069
2463061.500,2463171.500,2031.5305,2031.8316,110.0,708.779,26.623,26.593,44.669
2463061.500,2463181.500,2031.5305,2031.8590,120.0,526.946,22.955,22.920,37.709
2463061.500,2463191.500,2031.5305,2031.8864,130.0,393.367,19.833,19.792,31.880
2463061.500,2463201.500,2031.5305,2031.9138,140.0,293.940,17.145,17.097,26.960
2463061.500,2463211.500,2031.5305,2031.9411,150.0,219.229,14.806,14.751,22.786
2463061.500,2463221.500,2031.5305,2031.9685,160.0,162.748,12.757,12.693,19.240
2463061.500,2463231.500,2031.5305,2031.9959,170.0,119.930,10.951,10.876,16.232
2463061.500,2463241.500,2031.5305,2032.0233,180.0,87.496,9.354,9.266,13.694
2463061.500,2463251.500,2031.5305,2032.0507,190.0,63.046,7.940,7.836,11.573
2463061.500,2463261.500,2031.5305,2032.0780,200.0,44.800,6.693,6.569,9.828
2463061.500,2463271.500,2031.5305,2032.1054,210.0,31.415,5.605,5.456,8.427
2463061.500,2463281.500,2031.5305,2032.1328,220.0,21.870,4.677,4.497,7.344
2463061.500,2463291.500,2031.5305,2032.1602,230.0,15.375,3.921,3.705,6.554
2463061.500,2463301.500,2031.5305,2032.1875,240.0,11.316,3.364,3.109,6.035
2463061.500,2463311.500,2031.5305,2032.2149,250.0,9.212,3.035,2.749,5.756
2463061.500,2463321.500,2031.5305,2032.2423,260.0,8.680,2.946,2.650,5.684
2463061.500,2463331.500,2031.5305,2032.2697,270.0,9.416,3.069,2.786,5.783
2463061.500,2463341.500,2031.5305,2032.2971,280.0,11.176,3.343,3.085,6.016
2463061.500,2463351.500,2031.5305,2032.3244,290.0,13.762,3.710,3.479,6.350
2463061.500,2463361.500,2031.5305,2032.3518,300.0,17.014,4.125,3.919,6.758
2463061.500,2463371.500,2031.5305,2032.3792,310.0,20.802,4.561,4.375,7.216
2463061.500,2463381.500,2031.5305,2032.4066,320.0,25.018,5.002,4.833,7.709
2463061.500,2463391.500,2031.5305,2032.4339,330.0,29.575,5.438,5.283,8.223
2463061.500,2463401.500,2031.5305,2032.4613,340.0,34.401,5.865,5.722,8.749
2463061.500,2463411.500,2031.5305,2032.4887,350.0,39.436,6.280,6.146,9.280
2463061.500,2463421.500,2031.5305,2032.5161,360.0,44.629,6.681,6.555,9.810
2463061.500,2463431.500,2031.5305,2032.5435,370.0,49.940,7.067,6.948,10.336
2463061.500,2463441.500,2031.5305,2032.5708,380.0,55.335,7.439,7.326,10.854
2463061.500,2463451.500,2031.5305,2032.5982,390.0,60.785,7.796,7.689,11.364
2463061.500,2463461.500,2031.5305,2032.6256,400.0,66.266,8.140,8.038,11.864
2463061.500,2463471.500,2031.5305,2032.6530,410.0,71.759,8.471,8.372,12.353
2463061.500,2463481.500,2031.5305,2032.6804,420.0,77.247,8.789,8.694,12.830
2463061.500,2463491.500,2031.5305,2032.7077,430.0,82.717,9.095,9.003,13.295
2463061.500,2463501.500,2031.5305,2032.7351,440.0,88.157,9.389,9.300,13.748
2463061.500,2463511.500,2031.5305,2032.7625,450.0,93.559,9.673,9.586,14.189
2463081.500,2463161.500,2031.5852,2031.8042,80.0,1837.847,42.870,42.852,76.227
2463081.500,2463171.500,2031.5852,2031.8316,90.0,1317.433,36.296,36.274,63.363
2463081.500,2463181.500,2031.5852,2031.8590,100.0,960.636,30.994,30.968,53.069
2463081.500,2463191.500,2031.5852,2031.8864,110.0,708.778,26.623,26.593,44.669
2463081.500,2463201.500,2031.5852,2031.9138,120.0,526.945,22.955,22.920,37.709
2463081.500,2463211.500,2031.5852,2031.9411,130.0,393.366,19.833,19.792,31.880
2463081.500,2463221.500,2031.5852,2031.9685,140.0,293.939,17.145,17.097,26.959
2463081.500,2463231.500,2031.5852,2031.9959,150.0,219.229,14.806,14.751,22.786
2463081.500,2463241.500,2031.5852,2032.0233,160.0,162.748,12.757,12.693,19.240
2463081.500,2463251.500,2031.5852,2032.0507,170.0,119.930,10.951,10.876,16.232
2463081.500,2463261.500,2031.5852,2032.0780,180.0,87.495,9.354,9.266,13.694
2463081.500,2463271.500,2031.5852,2032.1054,190.0,63.046,7.940,7.836,11.573
2463081.500,2463281.500,2031.5852,2032.1328,200.0,44.799,6.693,6.569,9.828
2463081.500,2463291.500,2031.5852,2032.1602,210.0,31.415,5.605,5.456,8.427
2463081.500,2463301.500,2031.5852,2032.1875,220.0,21.870,4.676,4.497,7.344
2463081.500,2463311.500,2031.5852,2032.2149,230.0,15.375,3.921,3.705,6.554
2463081.500,2463321.500,2031.5852,2032.2423,240.0,11.316,3.364,3.109,6.035
2463081.500,2463331.500,2031.5852,2032.2697,250.0,9.212,3.035,2.749,5.756
2463081.500,2463341.500,2031.5852,2032.2971,260.0,8.680,2.946,2.650,5.684
2463081.500,2463351.500,2031.5852,2032.3244,270.0,9.416,3.069,2.786,5.783
2463081.500,2463361.500,2031.5852,2032.3518,280.0,11.176,3.343,3.085,6.016
2463081.500,2463371.500,2031.5852,2032.3792,290.0,13.762,3.710,3.479,6.350
2463081.500,2463381.500,2031.5852,2032.4066,300.0,17.014,4.125,3.919,6.758
2463081.500,2463391.500,2031.5852,2032.4339,310.0,20.802,4.561,4.375,7.216
2463081.500,2463401.500,2031.5852,2032.4613,320.0,25.018,5.002,4.833,7.709
2463081.500,2463411.500,2031.5852,2032.4887,330.0,29.576,5.438,5.283,8.223
2463081.500,2463421.500,2031.5852,2032.5161,340.0,34.402,5.865,5.722,8.749
2463081.500,2463431.500,2031.5852,2032.5435,350.0,39.436,6.280,6.146,9.280
2463081.500,2463441.500,2031.5852,2032.5708,360.0,44.629,6.681,6.555,9.810
2463081.500,2463451.500,2031.5852,2032.5982,370.0,49.941,7.067,6.948,10.336
2463081.500,2463461.500,2031.5852,2032.6256,380.0,55.335,7.439,7.326,10.854
2463081.500,2463471.500,2031.5852,2032.6530,390.0,60.785,7.796,7.689,11.364
2463081.500,2463481.500,2031.5852,2032.6804,400.0,66.266,8.140,8.038,11.864
2463081.500,2463491.500,2031.5852,2032.7077,410.0,71.759,8.471,8.372,12.353
2463081.500,2463501.500,2031.5852,2032.7351,420.0,77.248,8.789,8.694,12.830
2463081.500,2463511.500,2031.5852,2032.7625,430.0,82.717,9.095,9.003,13.295
2463081.500,2463521.500,2031.5852,2032.7899,440.0,88.158,9.389,9.300,13.748
2463081.500,2463531.500,2031.5852,2032.8172,450.0,93.559,9.673,9.586,14.189
2463101.500,2463181.500,2031.6400,2031.8590,80.0,1837.846,42.870,42.852,76.227
2463101.500,2463191.500,2031.6400,2031.8864,90.0,1317.432,36.296,36.274,63.363
2463101.500,2463201.500,2031.6400,2031.9138,100.0,960.635,30.994,30.968,53.069
2463101.500,2463211.500,2031.6400,2031.9411,110.0,708.778,26.623,26.593,44.669
2463101.500,2463221.500,2031.6400,2031.9685,120.0,526.944,22.955,22.920,37.709
2463101.500,2463231.500,2031.6400,2031.9959,130.0,393.365,19.833,19.792,31.880
2463101.500,2463241.500,2031.6400,2032.0233,140.0,293.938,17.145,17.097,26.959
2463101.500,2463251.500,2031.6400,2032.0507,150.0,219.228,14.806,14.751,22.786
2463101.500,2463261.500,2031.6400,2032.0780,160.0,162.747,12.757,12.693,19.240
2463101.500,2463271.500,2031.6400,2032.1054,170.0,119.930,10.951,10.876,16.232
2463101.500,2463281.500,2031.6400,2032.1328,180.0,87.495,9.354,9.266,13.694
2463101.500,2463291.500,2031.6400,2032.1602,190.0,63.046,7.940,7.836,11.573
2463101.500,2463301.500,2031.6400,2032.1875,200.0,44.799,6.693,6.569,9.828
2463101.500,2463311.500,2031.6400,2032.2149,210.0,31.415,5.605,5.456,8.427
2463101.500,2463321.500,2031.6400,2032.2423,220.0,21.869,4.676,4.497,7.344
2463101.500,2463331.500,2031.6400,2032.2697,230.0,15.374,3.921,3.705,6.554
2463101.500,2463341.500,2031.6400,2032.2971,240.0,11.316,3.364,3.109,6.035
2463101.500,2463351.500,2031.6400,2032.3244,250.0,9.212,3.035,2.749,5.756
2463101.500,2463361.500,2031.6400,2032.3518,260.0,8.680,2.946,2.650,5.684
2463101.500,2463371.500,2031.6400,2032.3792,270.0,9.416,3.069,2.786,5.783
2463101.500,2463381.500,2031.6400,2032.4066,280.0,11.176,3.343,3.085,6.016
2463101.500,2463391.500,2031.6400,2032.4339,290.0,13.762,3.710,3.479,6.350
2463101.500,2463401.500,2031.6400,2032.4613,300.0,17.014,4.125,3.919,6.758
2463101.500,2463411.500,2031.6400,2032.4887,310.0,20.802,4.561,4.375,7.216
2463101.500,2463421.500,2031.6400,2032.5161,320.0,25.018,5.002,4.833,7.709
2463101.500,2463431.500,2031.6400,2032.5435,330.0,29.576,5.438,5.283,8.223
2463101.500,2463441.500,2031.6400,2032.5708,340.0,34.402,5.865,5.722,8.749
2463101.500,2463451.500,2031.6400,2032.5982,350.0,39.436,6.280,6.146,9.280
2463101.500,2463461.500,2031.6400,2032.6256,360.0,44.630,6.681,6.555,9.810
2463101.500,2463471.500,2031.6400,2032.6530,370.0,49.941,7.067,6.948,10.336
2463101.500,2463481.500,2031.6400,2032.6804,380.0,55.336,7.439,7.326,10.854
2463101.500,2463491.500,2031.6400,2032.7077,390.0,60.785,7.797,7.689,11.364
2463101.500,2463501.500,2031.6400,2032.7351,400.0,66.267,8.140,8.038,11.864
2463101.500,2463511.500,2031.6400,2032.7625,410.0,71.760,8.471,8.372,12.353
2463101.500,2463521.500,2031.6400,2032.7899,420.0,77.248,8.789,8.694,12.830
2463101.500,2463531.500,2031.6400,2032.8172,430.0,82.718,9.095,9.003,13.295
2463101.500,2463541.500,2031.6400,2032.8446,440.0,88.158,9.389,9.300,13.748
2463101.500,2463551.500,2031.6400,2032.8720,450.0,93.559,9.673,9.586,14.189
2463121.500,2463201.500,2031.6947,2031.9138,80.0,1837.844,42.870,42.852,76.227
2463121.500,2463211.500,2031.6947,2031.9411,90.0,1317.431,36.296,36.274,63.363
2463121.500,2463221.500,2031.6947,2031.9685,100.0,960.634,30.994,30.968,53.069
2463121.500,2463231.500,2031.6947,2031.9959,110.0,708.777,26.623,26.593,44.669
2463121.500,2463241.500,2031.6947,2032.0233,120.0,526.943,22.955,22.920,37.709
2463121.500,2463251.500,2031.6947,2032.0507,130.0,393.365,19.833,19.792,31.880
2463121.500,2463261.500,2031.6947,2032.0780,140.0,293.938,17.145,17.097,26.959
2463121.500,2463271.500,2031.6947,2032.1054,150.0,219.228,14.806,14.751,22.786
2463121.500,2463281.500,2031.6947,2032.1328,160.0,162.747,12.757,12.693,19.240
2463121.500,2463291.500,2031.6947,2032.1602,170.0,119.929,10.951,10.876,16.232
2463121.500,2463301.500,2031.6947,2032.1875,180.0,87.495,9.354,9.266,13.694
2463121.500,2463311.500,2031.6947,2032.2149,190.0,63.045,7.940,7.836,11.573
2463121.500,2463321.500,2031.6947,2032.2423,200.0,44.799,6.693,6.569,9.828
2463121.500,2463331.500,2031.6947,2032.2697,210.0,31.415,5.605,5.456,8.427
2463121.500,2463341.500,2031.6947,2032.2971,220.0,21.869,4.676,4.497,7.344
2463121.500,2463351.500,2031.6947,2032.3244,230.0,15.374,3.921,3.705,6.554
2463121.500,2463361.500,2031.6947,2032.3518,240.0,11.316,3.364,3.109,6.035
2463121.500,2463371.500,2031.6947,2032.3792,250.0,9.212,3.035,2.749,5.756
2463121.500,2463381.500,2031.6947,2032.4066,260.0,8.680,2.946,2.650,5.684
2463121.500,2463391.500,2031.6947,2032.4339,270.0,9.416,3.069,2.786,5.783
2463121.500,2463401.500,2031.6947,2032.4613,280.0,11.176,3.343,3.085,6.016
2463121.500,2463411.500,2031.6947,2032.4887,290.0,13.762,3.710,3.479,6.350
2463121.500,2463421.500,2031.6947,2032.5161,300.0,17.014,4.125,3.919,6.758
2463121.500,2463431.500,2031.6947,2032.5435,310.0,20.802,4.561,4.375,7.216
2463121.500,2463441.500,2031.6947,2032.5708,320.0,25.018,5.002,4.833,7.709
2463121.500,2463451.500,2031.6947,2032.5982,330.0,29.576,5.438,5.283,8.223
2463121.500,2463461.500,2031.6947,2032.6256,340.0,34.402,5.865,5.722,8.749
2463121.500,2463471.500,2031.6947,2032.6530,350.0,39.436,6.280,6.146,9.280
2463121.500,2463481.500,2031.6947,2032.6804,360.0,44.630,6.681,6.555,9.810
2463121.500,2463491.500,2031.6947,2032.7077,370.0,49.941,7.067,6.948,10.336
2463121.500,2463501.500,2031.6947,2032.7351,380.0,55.336,7.439,7.326,10.854
2463121.500,2463511.500,2031.6947,2032.7625,390.0,60.786,7.797,7.689,11.364
2463121.500,2463521.500,2031.6947,2032.7899,400.0,66.267,8.140,8.038,11.864
2463121.500,2463531.500,2031.6947,2032.8172,410.0,71.760,8.471,8.372,12.353
2463121.500,2463541.500,2031.6947,2032.8446,420.0,77.248,8.789,8.694,12.830
2463121.500,2463551.500,2031.6947,2032.8720,430.0,82.718,9.095,9.003,13.295
2463121.500,2463561.500,2031.6947,2032.8994,440.0,88.158,9.389,9.300,13.748
2463121.500,2463571.500,2031.6947,2032.9268,450.0,93.560,9.673,9.586,14.189
2463141.500,2463221.500,2031.7495,2031.9685,80.0,1837.843,42.870,42.852,76.227
2463141.500,2463231.500,2031.7495,2031.9959,90.0,1317.430,36.296,36.274,63.363
2463141.500,2463241.500,2031.7495,2032.0233,100.0,960.633,30.994,30.968,53.069
2463141.500,2463251.500,2031.7495,2032.0507,110.0,708.776,26.623,26.593,44.669
2463141.500,2463261.500,2031.7495,2032.0780,120.0,526.942,22.955,22.920,37.709
2463141.500,2463271.500,2031.7495,2032.1054,130.0,393.364,19.833,19.792,31.880
2463141.500,2463281.500,2031.7495,2032.1328,140.0,293.937,17.145,17.097,26.959
2463141.500,2463291.500,2031.7495,2032.1602,150.0,219.227,14.806,14.751,22.786
2463141.500,2463301.500,2031.7495,2032.1875,160.0,162.746,12.757,12.693,19.240
2463141.500,2463311.500,2031.7495,2032.2149,170.0,119.929,10.951,10.876,16.232
2463141.500,2463321.500,2031.7495,2032.2423,180.0,87.495,9.354,9.266,13.694
2463141.500,2463331.500,2031.7495,2032.2697,190.0,63.045,7.940,7.836,11.573
2463141.500,2463341.500,2031.7495,2032.2971,200.0,44.799,6.693,6.569,9.828
2463141.500,2463351.500,2031.7495,2032.3244,210.0,31.415,5.605,5.456,8.427
2463141.500,2463361.500,2031.7495,2032.3518,220.0,21.869,4.676,4.497,7.344
2463141.500,2463371.500,2031.7495,2032.3792,230.0,15.374,3.921,3.705,6.554
2463141.500,2463381.500,2031.7495,2032.4066,240.0,11.316,3.364,3.109,6.035
2463141.500,2463391.500,2031.7495,2032.4339,250.0,9.212,3.035,2.749,5.756
2463141.500,2463401.500,2031.7495,2032.4613,260.0,8.680,2.946,2.650,5.684
2463141.500,2463411.500,2031.7495,2032.4887,270.0,9.416,3.069,2.786,5.783
2463141.500,2463421.500,2031.7495,2032.5161,280.0,11.176,3.343,3.085,6.016
2463141.500,2463431.500,2031.7495,2032.5435,290.0,13.762,3.710,3.479,6.350
2463141.500,2463441.500,2031.7495,2032.5708,300.0,17.014,4.125,3.919,6.758
2463141.500,2463451.500,2031.7495,2032.5982,310.0,20.802,4.561,4.375,7.216
2463141.500,2463461.500,2031.7495,2032.6256,320.0,25.019,5.002,4.833,7.709
2463141.500,2463471.500,2031.7495,2032.6530,330.0,29.576,5.438,5.283,8.223
2463141.500,2463481.500,2031.7495,2032.6804,340.0,34.402,5.865,5.722,8.749
2463141.500,2463491.500,2031.7495,2032.7077,350.0,39.437,6.280,6.146,9.280
2463141.500,2463501.500,2031.7495,2032.7351,360.0,44.630,6.681,6.555,9.810
2463141.500,2463511.500,2031.7495,2032.7625,370.0,49.941,7.067,6.948,10.336
2463141.500,2463521.500,2031.7495,2032.7899,380.0,55.336,7.439,7.326,10.854
2463141.500,2463531.500,2031.7495,2032.8172,390.0,60.786,7.797,7.689,11.364
2463141.500,2463541.500,2031.7495,2032.8446,400.0,66.267,8.140,8.038,11.864
2463141.500,2463551.500,2031.7495,2032.8720,410.0,71.760,8.471,8.372,12.353
2463141.500,2463561.500,2031.7495,2032.8994,420.0,77.248,8.789,8.694,12.830
2463141.500,2463571.500,2031.7495,2032.9268,430.0,82.718,9.095,9.003,13.295
2463141.500,2463581.500,2031.7495,2032.9541,440.0,88.159,9.389,9.300,13.748
2463141.500,2463591.500,2031.7495,2032.9815,450.0,93.560,9.673,9.586,14.189
2463161.500,2463241.500,2031.8042,2032.0233,80.0,1837.841,42.870,42.852,76.227
2463161.500,2463251.500,2031.8042,2032.0507,90.0,1317.429,36.296,36.274,63.363
2463161.500,2463261.500,2031.8042,2032.0780,100.0,960.632,30.994,30.968,53.069
2463161.500,2463271.500,2031.8042,2032.1054,110.0,708.775,26.623,26.593,44.669
2463161.500,2463281.500,2031.8042,2032.1328,120.0,526.942,22.955,22.920,37.709
2463161.500,2463291.500,2031.8042,2032.1602,130.0,393.363,19.833,19.792,31.880
2463161.500,2463301.500,2031.8042,2032.1875,140.0,293.937,17.145,17.097,26.959
2463161.500,2463311.500,2031.8042,2032.2149,150.0,219.227,14.806,14.751,22.786
2463161.500,2463321.500,2031.8042,2032.2423,160.0,162.746,12.757,12.693,19.240
2463161.500,2463331.500,2031.8042,2032.2697,170.0,119.929,10.951,10.876,16.232
2463161.500,2463341.500,2031.8042,2032.2971,180.0,87.494,9.354,9.266,13.694
2463161.500,2463351.500,2031.8042,2032.3244,190.0,63.045,7.940,7.836,11.573
2463161.500,2463361.500,2031.8042,2032.3518,200.0,44.799,6.693,6.569,9.828
2463161.500,2463371.500,2031.8042,2032.3792,210.0,31.414,5.605,5.456,8.427
2463161.500,2463381.500,2031.8042,2032.4066,220.0,21.869,4.676,4.497,7.344
2463161.500,2463391.500,2031.8042,2032.4339,230.0,15.374,3.921,3.705,6.554
2463161.500,2463401.500,2031.8042,2032.4613,240.0,11.316,3.364,3.109,6.035
2463161.500,2463411.500,2031.8042,2032.4887,250.0,9.211,3.035,2.749,5.756
2463161.500,2463421.500,2031.8042,2032.5161,260.0,8.680,2.946,2.650,5.684
2463161.500,2463431.500,2031.8042,2032.5435,270.0,9.416,3.069,2.786,5.783
2463161.500,2463441.500,2031.8042,2032.5708,280.0,11.176,3.343,3.085,6.016
2463161.500,2463451.500,2031.8042,2032.5982,290.0,13.762,3.710,3.479,6.350
2463161.500,2463461.500,2031.8042,2032.6256,300.0,17.014,4.125,3.919,6.758
2463161.500,2463471.500,2031.8042,2032.6530,310.0,20.802,4.561,4.375,7.216
2463161.500,2463481.500,2031.8042,2032.6804,320.0,25.019,5.002,4.833,7.709
2463161.500,2463491.500,2031.8042,2032.7077,330.0,29.576,5.438,5.284,8.223
2463161.500,2463501.500,2031.8042,2032.7351,340.0,34.402,5.865,5.722,8.749
2463161.500,2463511.500,2031.8042,2032.7625,350.0,39.437,6.280,6.146,9.280
2463161.500,2463521.500,2031.8042,2032.7899,360.0,44.630,6.681,6.555,9.810
2463161.500,2463531.500,2031.8042,2032.8172,370.0,49.941,7.067,6.948,10.336
2463161.500,2463541.500,2031.8042,2032.8446,380.0,55.336,7.439,7.326,10.854
2463161.500,2463551.500,2031.8042,2032.8720,390.0,60.786,7.797,7.689,11.364
2463161.500,2463561.500,2031.8042,2032.8994,400.0,66.268,8.140,8.038,11.864
2463161.500,2463571.500,2031.8042,2032.9268,410.0,71.760,8.471,8.372,12.353
2463161.500,2463581.500,2031.8042,2032.9541,420.0,77.249,8.789,8.694,12.830
2463161.500,2463591.500,2031.8042,2032.9815,430.0,82.719,9.095,9.003,13.295
2463161.500,2463601.500,2031.8042,2033.0089,440.0,88.159,9.389,9.300,13.748
2463161.500,2463611.500,2031.8042,2033.0363,450.0,93.560,9.673,9.586,14.189
2463181.500,2463261.500,2031.8590,2032.0780,80.0,1837.840,42.870,42.852,76.227
