departure_jd,arrival_jd,departure_year,arrival_year,tof_days,c3_depart_km2s2,v_inf_depart_km_s,v_inf_arrive_km_s,dv_total_km_s
2463181.500,2463271.500,2031.8590,2032.1054,90.0,1317.427,36.296,36.274,63.363
2463181.500,2463281.500,2031.8590,2032.1328,100.0,960.631,30.994,30.968,53.069
2463181.500,2463291.500,2031.8590,2032.1602,110.0,708.774,26.623,26.593,44.668
2463181.500,2463301.500,2031.8590,2032.1875,120.0,526.941,22.955,22.920,37.709
2463181.500,2463311.500,2031.8590,2032.2149,130.0,393.363,19.833,19.792,31.880
2463181.500,2463321.500,2031.8590,2032.2423,140.0,293.936,17.145,17.097,26.959
2463181.500,2463331.500,2031.8590,2032.2697,150.0,219.226,14.806,14.751,22.786
2463181.500,2463341.500,2031.8590,2032.2971,160.0,162.746,12.757,12.693,19.240
2463181.500,2463351.500,2031.8590,2032.3244,170.0,119.928,10.951,10.876,16.232
2463181.500,2463361.500,2031.8590,2032.3518,180.0,87.494,9.354,9.266,13.694
2463181.500,2463371.500,2031.8590,2032.3792,190.0,63.045,7.940,7.836,11.573
2463181.500,2463381.500,2031.8590,2032.4066,200.0,44.798,6.693,6.569,9.828
2463181.500,2463391.500,2031.8590,2032.4339,210.0,31.414,5.605,5.456,8.427
2463181.500,2463401.500,2031.8590,2032.4613,220.0,21.869,4.676,4.497,7.344
2463181.500,2463411.500,2031.8590,2032.4887,230.0,15.374,3.921,3.705,6.554
2463181.500,2463421.500,2031.8590,2032.5161,240.0,11.316,3.364,3.109,6.035
2463181.500,2463431.500,2031.8590,2032.5435,250.0,9.211,3.035,2.749,5.756
2463181.500,2463441.500,2031.8590,2032.5708,260.0,8.680,2.946,2.650,5.684
2463181.500,2463451.500,2031.8590,2032.5982,270.0,9.416,3.069,2.786,5.783
2463181.500,2463461.500,2031.8590,2032.6256,280.0,11.176,3.343,3.085,6.016
2463181.500,2463471.500,2031.8590,2032.6530,290.0,13.762,3.710,3.479,6.350
2463181.500,2463481.500,2031.8590,2032.6804,300.0,17.014,4.125,3.919,6.758
2463181.500,2463491.500,2031.8590,2032.7077,310.0,20.802,4.561,4.375,7.216
2463181.500,2463501.500,2031.8590,2032.7351,320.0,25.019,5.002,4.833,7.709
2463181.500,2463511.500,2031.8590,2032.7625,330.0,29.576,5.438,5.284,8.223
2463181.500,2463521.500,2031.8590,2032.7899,340.0,34.402,5.865,5.722,8.749
2463181.500,2463531.500,2031.8590,2032.8172,350.0,39.437,6.280,6.146,9.280
2463181.500,2463541.500,2031.8590,2032.8446,360.0,44.630,6.681,6.555,9.810
2463181.500,2463551.500,2031.8590,2032.8720,370.0,49.942,7.067,6.948,10.336
2463181.500,2463561.500,2031.8590,2032.8994,380.0,55.337,7.439,7.326,10.854
2463181.500,2463571.500,2031.8590,2032.9268,390.0,60.786,7.797,7.689,11.364
2463181.500,2463581.500,2031.8590,2032.9541,400.0,66.268,8.141,8.038,11.864
2463181.500,2463591.500,2031.8590,2032.9815,410.0,71.761,8.471,8.372,12.353
2463181.500,2463601.500,2031.8590,2033.0089,420.0,77.249,8.789,8.694,12.830
2463181.500,2463611.500,2031.8590,2033.0363,430.0,82.719,9.095,9.003,13.295
2463181.500,2463621.500,2031.8590,2033.0637,440.0,88.159,9.389,9.300,13.748
2463181.500,2463631.500,2031.8590,2033.0910,450.0,93.561,9.673,9.586,14.189
2463201.500,2463281.500,2031.9138,2032.1328,80.0,1837.838,42.870,42.852,76.227
2463201.500,2463291.500,2031.9138,2032.1602,90.0,1317.426,36.296,36.274,63.363
2463201.500,2463301.500,2031.9138,2032.1875,100.0,960.630,30.994,30.968,53.069
2463201.500,2463311.500,2031.9138,2032.2149,110.0,708.773,26.623,26.592,44.668
2463201.500,2463321.500,2031.9138,2032.2423,120.0,526.940,22.955,22.920,37.709
2463201.500,2463331.500,2031.9138,2032.2697,130.0,393.362,19.833,19.792,31.880
2463201.500,2463341.500,2031.9138,2032.2971,140.0,293.936,17.145,17.097,26.959
2463201.500,2463351.500,2031.9138,2032.3244,150.0,219.226,14.806,14.751,22.786
2463201.500,2463361.500,2031.9138,2032.3518,160.0,162.745,12.757,12.693,19.240
2463201.500,2463371.500,2031.9138,2032.3792,170.0,119.928,10.951,10.876,16.232
2463201.500,2463381.500,2031.9138,2032.4066,180.0,87.494,9.354,9.266,13.694
2463201.500,2463391.500,2031.9138,2032.4339,190.0,63.044,7.940,7.836,11.573
2463201.500,2463401.500,2031.9138,2032.4613,200.0,44.798,6.693,6.569,9.828
2463201.500,2463411.500,2031.9138,2032.4887,210.0,31.414,5.605,5.456,8.427
2463201.500,2463421.500,2031.9138,2032.5161,220.0,21.869,4.676,4.497,7.344
2463201.500,2463431.500,2031.9138,2032.5435,230.0,15.374,3.921,3.705,6.554
2463201.500,2463441.500,2031.9138,2032.5708,240.0,11.316,3.364,3.109,6.035
2463201.500,2463451.500,2031.9138,2032.5982,250.0,9.211,3.035,2.749,5.756
2463201.500,2463461.500,2031.9138,2032.6256,260.0,8.680,2.946,2.650,5.684
2463201.500,2463471.500,2031.9138,2032.6530,270.0,9.416,3.069,2.786,5.783
2463201.500,2463481.500,2031.9138,2032.6804,280.0,11.176,3.343,3.085,6.016
2463201.500,2463491.500,2031.9138,2032.7077,290.0,13.762,3.710,3.479,6.350
2463201.500,2463501.500,2031.9138,2032.7351,300.0,17.014,4.125,3.919,6.758
2463201.500,2463511.500,2031.9138,2032.7625,310.0,20.802,4.561,4.375,7.216
2463201.500,2463521.500,2031.9138,2032.7899,320.0,25.019,5.002,4.833,7.709
2463201.500,2463531.500,2031.9138,2032.8172,330.0,29.577,5.438,5.284,8.223
2463201.500,2463541.500,2031.9138,2032.8446,340.0,34.403,5.865,5.722,8.749
2463201.500,2463551.500,2031.9138,2032.8720,350.0,39.437,6.280,6.146,9.280
2463201.500,2463561.500,2031.9138,2032.8994,360.0,44.631,6.681,6.555,9.810
2463201.500,2463571.500,2031.9138,2032.9268,370.0,49.942,7.067,6.948,10.336
2463201.500,2463581.500,2031.9138,2032.9541,380.0,55.337,7.439,7.326,10.854
2463201.500,2463591.500,2031.9138,2032.9815,390.0,60.787,7.797,7.689,11.364
2463201.500,2463601.500,2031.9138,2033.0089,400.0,66.268,8.141,8.038,11.864
2463201.500,2463611.500,2031.9138,2033.0363,410.0,71.761,8.471,8.372,12.353
2463201.500,2463621.500,2031.9138,2033.0637,420.0,77.249,8.789,8.694,12.830
2463201.500,2463631.500,2031.9138,2033.0910,430.0,82.719,9.095,9.003,13.295
2463201.500,2463641.500,2031.9138,2033.1184,440.0,88.159,9.389,9.300,13.748
2463201.500,2463651.500,2031.9138,2033.1458,450.0,93.561,9.673,9.586,14.189
2463221.500,2463301.500,2031.9685,2032.1875,80.0,1837.837,42.870,42.852,76.227
2463221.500,2463311.500,2031.9685,2032.2149,90.0,1317.425,36.296,36.274,63.363
2463221.500,2463321.500,2031.9685,2032.2423,100.0,960.629,30.994,30.968,53.069
2463221.500,2463331.500,2031.9685,2032.2697,110.0,708.772,26.623,26.592,44.668
2463221.500,2463341.500,2031.9685,2032.2971,120.0,526.939,22.955,22.920,37.709
2463221.500,2463351.500,2031.9685,2032.3244,130.0,393.361,19.833,19.792,31.880
2463221.500,2463361.500,2031.9685,2032.3518,140.0,293.935,17.145,17.097,26.959
2463221.500,2463371.500,2031.9685,2032.3792,150.0,219.225,14.806,14.751,22.786
2463221.500,2463381.500,2031.9685,2032.4066,160.0,162.745,12.757,12.693,19.240
2463221.500,2463391.500,2031.9685,2032.4339,170.0,119.927,10.951,10.876,16.232
2463221.500,2463401.500,2031.9685,2032.4613,180.0,87.493,9.354,9.266,13.694
2463221.500,2463411.500,2031.9685,2032.4887,190.0,63.044,7.940,7.836,11.573
2463221.500,2463421.500,2031.9685,2032.5161,200.0,44.798,6.693,6.569,9.828
2463221.500,2463431.500,2031.9685,2032.5435,210.0,31.414,5.605,5.456,8.427
2463221.500,2463441.500,2031.9685,2032.5708,220.0,21.869,4.676,4.497,7.344
2463221.500,2463451.500,2031.9685,2032.5982,230.0,15.374,3.921,3.704,6.554
2463221.500,2463461.500,2031.9685,2032.6256,240.0,11.316,3.364,3.109,6.035
2463221.500,2463471.500,2031.9685,2032.6530,250.0,9.211,3.035,2.749,5.756
2463221.500,2463481.500,2031.9685,2032.6804,260.0,8.680,2.946,2.650,5.684
2463221.500,2463491.500,2031.9685,2032.7077,270.0,9.416,3.069,2.786,5.783
2463221.500,2463501.500,2031.9685,2032.7351,280.0,11.176,3.343,3.085,6.016
2463221.500,2463511.500,2031.9685,2032.7625,290.0,13.762,3.710,3.479,6.350
2463221.500,2463521.500,2031.9685,2032.7899,300.0,17.014,4.125,3.919,6.758
2463221.500,2463531.500,2031.9685,2032.8172,310.0,20.802,4.561,4.375,7.216
2463221.500,2463541.500,2031.9685,2032.8446,320.0,25.019,5.002,4.833,7.709
2463221.500,2463551.500,2031.9685,2032.8720,330.0,29.577,5.438,5.284,8.224
2463221.500,2463561.500,2031.9685,2032.8994,340.0,34.403,5.865,5.722,8.749
2463221.500,2463571.500,2031.9685,2032.9268,350.0,39.437,6.280,6.146,9.280
2463221.500,2463581.500,2031.9685,2032.9541,360.0,44.631,6.681,6.555,9.810
2463221.500,2463591.500,2031.9685,2032.9815,370.0,49.942,7.067,6.948,10.336
2463221.500,2463601.500,2031.9685,2033.0089,380.0,55.337,7.439,7.326,10.854
2463221.500,2463611.500,2031.9685,2033.0363,390.0,60.787,7.797,7.689,11.364
2463221.500,2463621.500,2031.9685,2033.0637,400.0,66.268,8.141,8.038,11.864
2463221.500,2463631.500,2031.9685,2033.0910,410.0,71.761,8.471,8.372,12.353
2463221.500,2463641.500,2031.9685,2033.1184,420.0,77.250,8.789,8.694,12.830
2463221.500,2463651.500,2031.9685,2033.1458,430.0,82.719,9.095,9.003,13.295
2463221.500,2463661.500,2031.9685,2033.1732,440.0,88.160,9.389,9.300,13.748
2463221.500,2463671.500,2031.9685,2033.2005,450.0,93.561,9.673,9.586,14.189
2463241.500,2463321.500,2032.0233,2032.2423,80.0,1837.835,42.870,42.852,76.227
2463241.500,2463331.500,2032.0233,2032.2697,90.0,1317.424,36.296,36.274,63.363
2463241.500,2463341.500,2032.0233,2032.2971,100.0,960.628,30.994,30.968,53.069
2463241.500,2463351.500,2032.0233,2032.3244,110.0,708.771,26.623,26.592,44.668
2463241.500,2463361.500,2032.0233,2032.3518,120.0,526.939,22.955,22.920,37.709
2463241.500,2463371.500,2032.0233,2032.3792,130.0,393.361,19.833,19.792,31.880
2463241.500,2463381.500,2032.0233,2032.4066,140.0,293.934,17.145,17.097,26.959
2463241.500,2463391.500,2032.0233,2032.4339,150.0,219.225,14.806,14.751,22.786
2463241.500,2463401.500,2032.0233,2032.4613,160.0,162.744,12.757,12.693,19.240
2463241.500,2463411.500,2032.0233,2032.4887,170.0,119.927,10.951,10.876,16.232
2463241.500,2463421.500,2032.0233,2032.5161,180.0,87.493,9.354,9.266,13.694
2463241.500,2463431.500,2032.0233,2032.5435,190.0,63.044,7.940,7.836,11.573
2463241.500,2463441.500,2032.0233,2032.5708,200.0,44.798,6.693,6.569,9.828
2463241.500,2463451.500,2032.0233,2032.5982,210.0,31.414,5.605,5.456,8.427
2463241.500,2463461.500,2032.0233,2032.6256,220.0,21.869,4.676,4.497,7.344
2463241.500,2463471.500,2032.0233,2032.6530,230.0,15.374,3.921,3.704,6.554
2463241.500,2463481.500,2032.0233,2032.6804,240.0,11.315,3.364,3.109,6.035
2463241.500,2463491.500,2032.0233,2032.7077,250.0,9.211,3.035,2.749,5.756
2463241.500,2463501.500,2032.0233,2032.7351,260.0,8.680,2.946,2.650,5.684
2463241.500,2463511.500,2032.0233,2032.7625,270.0,9.416,3.069,2.786,5.783
2463241.500,2463521.500,2032.0233,2032.7899,280.0,11.176,3.343,3.085,6.016
2463241.500,2463531.500,2032.0233,2032.8172,290.0,13.762,3.710,3.479,6.350
2463241.500,2463541.500,2032.0233,2032.8446,300.0,17.015,4.125,3.919,6.758
2463241.500,2463551.500,2032.0233,2032.8720,310.0,20.803,4.561,4.375,7.216
2463241.500,2463561.500,2032.0233,2032.8994,320.0,25.019,5.002,4.833,7.709
2463241.500,2463571.500,2032.0233,2032.9268,330.0,29.577,5.438,5.284,8.224
2463241.500,2463581.500,2032.0233,2032.9541,340.0,34.403,5.865,5.722,8.749
2463241.500,2463591.500,2032.0233,2032.9815,350.0,39.437,6.280,6.146,9.280
2463241.500,2463601.500,2032.0233,2033.0089,360.0,44.631,6.681,6.555,9.810
2463241.500,2463611.500,2032.0233,2033.0363,370.0,49.942,7.067,6.948,10.336
2463241.500,2463621.500,2032.0233,2033.0637,380.0,55.337,7.439,7.326,10.854
2463241.500,2463631.500,2032.0233,2033.0910,390.0,60.787,7.797,7.689,11.364
2463241.500,2463641.500,2032.0233,2033.1184,400.0,66.269,8.141,8.038,11.864
2463241.500,2463651.500,2032.0233,2033.1458,410.0,71.762,8.471,8.372,12.353
2463241.500,2463661.500,2032.0233,2033.1732,420.0,77.250,8.789,8.694,12.830
2463241.500,2463671.500,2032.0233,2033.2005,430.0,82.720,9.095,9.003,13.295
2463241.500,2463681.500,2032.0233,2033.2279,440.0,88.160,9.389,9.300,13.748
2463241.500,2463691.500,2032.0233,2033.2553,450.0,93.561,9.673,9.586,14.189
2463261.500,2463341.500,2032.0780,2032.2971,80.0,1837.834,42.870,42.851,76.227
2463261.500,2463351.500,2032.0780,2032.3244,90.0,1317.423,36.296,36.274,63.363
2463261.500,2463361.500,2032.0780,2032.3518,100.0,960.627,30.994,30.968,53.069
2463261.500,2463371.500,2032.0780,2032.3792,110.0,708.771,26.623,26.592,44.668
2463261.500,2463381.500,2032.0780,2032.4066,120.0,526.938,22.955,22.920,37.709
2463261.500,2463391.500,2032.0780,2032.4339,130.0,393.360,19.833,19.792,31.880
2463261.500,2463401.500,2032.0780,2032.4613,140.0,293.934,17.145,17.097,26.959
2463261.500,2463411.500,2032.0780,2032.4887,150.0,219.224,14.806,14.751,22.786
2463261.500,2463421.500,2032.0780,2032.5161,160.0,162.744,12.757,12.693,19.240
2463261.500,2463431.500,2032.0780,2032.5435,170.0,119.927,10.951,10.876,16.232
2463261.500,2463441.500,2032.0780,2032.5708,180.0,87.493,9.354,9.266,13.694
2463261.500,2463451.500,2032.0780,2032.5982,190.0,63.044,7.940,7.836,11.573
2463261.500,2463461.500,2032.0780,2032.6256,200.0,44.798,6.693,6.569,9.828
2463261.500,2463471.500,2032.0780,2032.6530,210.0,31.414,5.605,5.456,8.427
2463261.500,2463481.500,2032.0780,2032.6804,220.0,21.869,4.676,4.497,7.344
2463261.500,2463491.500,2032.0780,2032.7077,230.0,15.374,3.921,3.704,6.554
2463261.500,2463501.500,2032.0780,2032.7351,240.0,11.315,3.364,3.109,6.035
2463261.500,2463511.500,2032.0780,2032.7625,250.0,9.211,3.035,2.749,5.756
2463261.500,2463521.500,2032.0780,2032.7899,260.0,8.680,2.946,2.650,5.684
2463261.500,2463531.500,2032.0780,2032.8172,270.0,9.416,3.069,2.786,5.783
2463261.500,2463541.500,2032.0780,2032.8446,280.0,11.176,3.343,3.085,6.016
2463261.500,2463551.500,2032.0780,2032.8720,290.0,13.762,3.710,3.479,6.350
2463261.500,2463561.500,2032.0780,2032.8994,300.0,17.015,4.125,3.919,6.758
2463261.500,2463571.500,2032.0780,2032.9268,310.0,20.803,4.561,4.375,7.216
2463261.500,2463581.500,2032.0780,2032.9541,320.0,25.019,5.002,4.833,7.709
2463261.500,2463591.500,2032.0780,2032.9815,330.0,29.577,5.438,5.284,8.224
2463261.500,2463601.500,2032.0780,2033.0089,340.0,34.403,5.865,5.722,8.749
2463261.500,2463611.500,2032.0780,2033.0363,350.0,39.438,6.280,6.146,9.280
2463261.500,2463621.500,2032.0780,2033.0637,360.0,44.631,6.681,6.555,9.810
2463261.500,2463631.500,2032.0780,2033.0910,370.0,49.943,7.067,6.948,10.336
2463261.500,2463641.500,2032.0780,2033.1184,380.0,55.337,7.439,7.326,10.854
2463261.500,2463651.500,2032.0780,2033.1458,390.0,60.787,7.797,7.689,11.364
2463261.500,2463661.500,2032.0780,2033.1732,400.0,66.269,8.141,8.038,11.864
2463261.500,2463671.500,2032.0780,2033.2005,410.0,71.762,8.471,8.372,12.353
2463261.500,2463681.500,2032.0780,2033.2279,420.0,77.250,8.789,8.694,12.830
2463261.500,2463691.500,2032.0780,2033.2553,430.0,82.720,9.095,9.003,13.295
2463261.500,2463701.500,2032.0780,2033.2827,440.0,88.160,9.389,9.300,13.748
2463261.500,2463711.500,2032.0780,2033.3101,450.0,93.562,9.673,9.586,14.189
2463281.500,2463361.500,2032.1328,2032.3518,80.0,1837.833,42.870,42.851,76.227
2463281.500,2463371.500,2032.1328,2032.3792,90.0,1317.421,36.296,36.274,63.363
2463281.500,2463381.500,2032.1328,2032.4066,100.0,960.626,30.994,30.968,53.069
2463281.500,2463391.500,2032.1328,2032.4339,110.0,708.770,26.623,26.592,44.668
2463281.500,2463401.500,2032.1328,2032.4613,120.0,526.937,22.955,22.920,37.709
2463281.500,2463411.500,2032.1328,2032.4887,130.0,393.359,19.833,19.792,31.880
2463281.500,2463421.500,2032.1328,2032.5161,140.0,293.933,17.144,17.097,26.959
2463281.500,2463431.500,2032.1328,2032.5435,150.0,219.224,14.806,14.751,22.786
2463281.500,2463441.500,2032.1328,2032.5708,160.0,162.744,12.757,12.693,19.240
2463281.500,2463451.500,2032.1328,2032.5982,170.0,119.926,10.951,10.876,16.232
2463281.500,2463461.500,2032.1328,2032.6256,180.0,87.492,9.354,9.266,13.694
2463281.500,2463471.500,2032.1328,2032.6530,190.0,63.043,7.940,7.836,11.573
2463281.500,2463481.500,2032.1328,2032.6804,200.0,44.797,6.693,6.569,9.828
2463281.500,2463491.500,2032.1328,2032.7077,210.0,31.413,5.605,5.456,8.427
2463281.500,2463501.500,2032.1328,2032.7351,220.0,21.868,4.676,4.497,7.344
2463281.500,2463511.500,2032.1328,2032.7625,230.0,15.374,3.921,3.704,6.554
2463281.500,2463521.500,2032.1328,2032.7899,240.0,11.315,3.364,3.109,6.035
2463281.500,2463531.500,2032.1328,2032.8172,250.0,9.211,3.035,2.749,5.756
2463281.500,2463541.500,2032.1328,2032.8446,260.0,8.680,2.946,2.650,5.684
2463281.500,2463551.500,2032.1328,2032.8720,270.0,9.416,3.069,2.786,5.783
2463281.500,2463561.500,2032.1328,2032.8994,280.0,11.176,3.343,3.085,6.016
2463281.500,2463571.500,2032.1328,2032.9268,290.0,13.762,3.710,3.479,6.350
2463281.500,2463581.500,2032.1328,2032.9541,300.0,17.015,4.125,3.919,6.758
2463281.500,2463591.500,2032.1328,2032.9815,310.0,20.803,4.561,4.375,7.216
2463281.500,2463601.500,2032.1328,2033.0089,320.0,25.020,5.002,4.833,7.709
2463281.500,2463611.500,2032.1328,2033.0363,330.0,29.577,5.438,5.284,8.224
2463281.500,2463621.500,2032.1328,2033.0637,340.0,34.403,5.865,5.722,8.749
2463281.500,2463631.500,2032.1328,2033.0910,350.0,39.438,6.280,6.146,9.280
2463281.500,2463641.500,2032.1328,2033.1184,360.0,44.631,6.681,6.555,9.810
2463281.500,2463651.500,2032.1328,2033.1458,370.0,49.943,7.067,6.948,10.336
2463281.500,2463661.500,2032.1328,2033.1732,380.0,55.338,7.439,7.326,10.854
2463281.500,2463671.500,2032.1328,2033.2005,390.0,60.788,7.797,7.689,11.364
2463281.500,2463681.500,2032.1328,2033.2279,400.0,66.269,8.141,8.038,11.864
2463281.500,2463691.500,2032.1328,2033.2553,410.0,71.762,8.471,8.372,12.353
2463281.500,2463701.500,2032.1328,2033.2827,420.0,77.250,8.789,8.694,12.830
2463281.500,2463711.500,2032.1328,2033.3101,430.0,82.720,9.095,9.003,13.295
2463281.500,2463721.500,2032.1328,2033.3374,440.0,88.161,9.389,9.300,13.748
2463281.500,2463731.500,2032.1328,2033.3648,450.0,93.562,9.673,9.586,14.189
2463301.500,2463381.500,2032.1875,2032.4066,80.0,1837.831,42.870,42.851,76.227
2463301.500,2463391.500,2032.1875,2032.4339,90.0,1317.420,36.296,36.274,63.363
2463301.500,2463401.500,2032.1875,2032.4613,100.0,960.625,30.994,30.968,53.069
2463301.500,2463411.500,2032.1875,2032.4887,110.0,708.769,26.623,26.592,44.668
2463301.500,2463421.500,2032.1875,2032.5161,120.0,526.936,22.955,22.920,37.709
2463301.500,2463431.500,2032.1875,2032.5435,130.0,393.359,19.833,19.792,31.880
2463301.500,2463441.500,2032.1875,2032.5708,140.0,293.933,17.144,17.097,26.959
2463301.500,2463451.500,2032.1875,2032.5982,150.0,219.223,14.806,14.751,22.786
2463301.500,2463461.500,2032.1875,2032.6256,160.0,162.743,12.757,12.693,19.240
2463301.500,2463471.500,2032.1875,2032.6530,170.0,119.926,10.951,10.876,16.232
2463301.500,2463481.500,2032.1875,2032.6804,180.0,87.492,9.354,9.266,13.694
2463301.500,2463491.500,2032.1875,2032.7077,190.0,63.043,7.940,7.836,11.573
2463301.500,2463501.500,2032.1875,2032.7351,200.0,44.797,6.693,6.569,9.828
2463301.500,2463511.500,2032.1875,2032.7625,210.0,31.413,5.605,5.456,8.427
2463301.500,2463521.500,2032.1875,2032.7899,220.0,21.868,4.676,4.497,7.344
2463301.500,2463531.500,2032.1875,2032.8172,230.0,15.374,3.921,3.704,6.554
2463301.500,2463541.500,2032.1875,2032.8446,240.0,11.315,3.364,3.109,6.035
2463301.500,2463551.500,2032.1875,2032.8720,250.0,9.211,3.035,2.749,5.756
2463301.500,2463561.500,2032.1875,2032.8994,260.0,8.680,2.946,2.650,5.684
2463301.500,2463571.500,2032.1875,2032.9268,270.0,9.416,3.069,2.786,5.783
2463301.500,2463581.500,2032.1875,2032.9541,280.0,11.176,3.343,3.085,6.016
2463301.500,2463591.500,2032.1875,2032.9815,290.0,13.762,3.710,3.479,6.350
2463301.500,2463601.500,2032.1875,2033.0089,300.0,17.015,4.125,3.919,6.758
2463301.500,2463611.500,2032.1875,2033.0363,310.0,20.803,4.561,4.375,7.216
2463301.500,2463621.500,2032.1875,2033.0637,320.0,25.020,5.002,4.833,7.709
2463301.500,2463631.500,2032.1875,2033.0910,330.0,29.577,5.439,5.284,8.224
2463301.500,2463641.500,2032.1875,2033.1184,340.0,34.403,5.865,5.722,8.749
2463301.500,2463651.500,2032.1875,2033.1458,350.0,39.438,6.280,6.146,9.280
2463301.500,2463661.500,2032.1875,2033.1732,360.0,44.632,6.681,6.555,9.810
2463301.500,2463671.500,2032.1875,2033.2005,370.0,49.943,7.067,6.948,10.336
2463301.500,2463681.500,2032.1875,2033.2279,380.0,55.338,7.439,7.326,10.854
2463301.500,2463691.500,2032.1875,2033.2553,390.0,60.788,7.797,7.689,11.364
2463301.500,2463701.500,2032.1875,2033.2827,400.0,66.269,8.141,8.038,11.864
2463301.500,2463711.500,2032.1875,2033.3101,410.0,71.762,8.471,8.372,12.353
2463301.500,2463721.500,2032.1875,2033.3374,420.0,77.251,8.789,8.694,12.830
2463301.500,2463731.500,2032.1875,2033.3648,430.0,82.721,9.095,9.003,13.295
2463301.500,2463741.500,2032.1875,2033.3922,440.0,88.161,9.389,9.300,13.748
2463301.500,2463751.500,2032.1875,2033.4196,450.0,93.562,9.673,9.586,14.189
2463321.500,2463401.500,2032.2423,2032.4613,80.0,1837.830,42.870,42.851,76.226
2463321.500,2463411.500,2032.2423,2032.4887,90.0,1317.419,36.296,36.274,63.363
2463321.500,2463421.500,2032.2423,2032.5161,100.0,960.623,30.994,30.968,53.069
2463321.500,2463431.500,2032.2423,2032.5435,110.0,708.768,26.623,26.592,44.668
2463321.500,2463441.500,2032.2423,2032.5708,120.0,526.936,22.955,22.920,37.709
2463321.500,2463451.500,2032.2423,2032.5982,130.0,393.358,19.833,19.792,31.880
2463321.500,2463461.500,2032.2423,2032.6256,140.0,293.932,17.144,17.097,26.959
2463321.500,2463471.500,2032.2423,2032.6530,150.0,219.223,14.806,14.751,22.786
2463321.500,2463481.500,2032.2423,2032.6804,160.0,162.743,12.757,12.693,19.240
